OrganizationName,PatentFilerName,LinuxFoundationMembership,RepositoryFullName,RepositoryURL,RepositoryForks,RepositoryWatchers,RepositorySizeInKiloBytes,RepositoryName,GitHubOrgName,GitHubOrgURL,RespositoryDescription
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/aws-serverless-chatbot-sample,https://api.github.com/repos/awslabs/aws-serverless-chatbot-sample,26,125,13,aws-serverless-chatbot-sample,awslabs,https://github.com/awslabs,Reference code for running a Slack chatbot using AWS Lambda and Amazon API Gateway. 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/rds-support-tools,https://api.github.com/repos/awslabs/rds-support-tools,42,3,56,rds-support-tools,awslabs,https://github.com/awslabs,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/aws-lambda-fanout,https://api.github.com/repos/awslabs/aws-lambda-fanout,2,15,112,aws-lambda-fanout,awslabs,https://github.com/awslabs,A sample AWS Lambda function that accepts messages from an Amazon Kinesis Stream and transfers the messages to another data transport.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/aws-dx-monitor,https://api.github.com/repos/awslabs/aws-dx-monitor,1,11,44,aws-dx-monitor,awslabs,https://github.com/awslabs,Simple AWS Direct Connect monitoring with Amazon CloudWatch.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/ecs-machine-learning,https://api.github.com/repos/awslabs/ecs-machine-learning,0,4,28,ecs-machine-learning,awslabs,https://github.com/awslabs,An EC2 Container Service Architecture which provides the infrastructure for Deep Learning
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/emr-dynamodb-connector,https://api.github.com/repos/awslabs/emr-dynamodb-connector,7,30,139,emr-dynamodb-connector,awslabs,https://github.com/awslabs,Implementations of open source Apache Hadoop/Hive interfaces which allow for ingesting data from Amazon DynamoDB
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/aws-vpn-monitor,https://api.github.com/repos/awslabs/aws-vpn-monitor,1,4,6,aws-vpn-monitor,awslabs,https://github.com/awslabs,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/aws-lambda-mirror-dns-function,https://api.github.com/repos/awslabs/aws-lambda-mirror-dns-function,1,4,9,aws-lambda-mirror-dns-function,awslabs,https://github.com/awslabs,AWS Lambda function to mirror DNS zone from on-premises DNS server to Route 53 private hosted zone. 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/ecs-refarch-cloudformation,https://api.github.com/repos/awslabs/ecs-refarch-cloudformation,25,100,342,ecs-refarch-cloudformation,awslabs,https://github.com/awslabs, A reference architecture for deploying containerized microservices with Amazon ECS and AWS CloudFormation (YAML)
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/aws-device-farm-appium-python-tests-for-ios-sample-app,https://api.github.com/repos/awslabs/aws-device-farm-appium-python-tests-for-ios-sample-app,0,1,18,aws-device-farm-appium-python-tests-for-ios-sample-app,awslabs,https://github.com/awslabs,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/aws-device-farm-appium-python-tests-for-android-sample-app,https://api.github.com/repos/awslabs/aws-device-farm-appium-python-tests-for-android-sample-app,0,1,18,aws-device-farm-appium-python-tests-for-android-sample-app,awslabs,https://github.com/awslabs,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/aws-device-farm-xctest-ui-tests-for-ios-sample-app,https://api.github.com/repos/awslabs/aws-device-farm-xctest-ui-tests-for-ios-sample-app,0,0,13096,aws-device-farm-xctest-ui-tests-for-ios-sample-app,awslabs,https://github.com/awslabs,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/aws-serverless-express,https://api.github.com/repos/awslabs/aws-serverless-express,16,286,57,aws-serverless-express,awslabs,https://github.com/awslabs,This library enables you to utilize AWS Lambda and Amazon API Gateway to respond to web and API requests using your existing Node.js application framework.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/lambda-java8-dynamodb,https://api.github.com/repos/awslabs/lambda-java8-dynamodb,1,7,12,lambda-java8-dynamodb,awslabs,https://github.com/awslabs,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/aws-waf-security-automations,https://api.github.com/repos/awslabs/aws-waf-security-automations,2,6,1453,aws-waf-security-automations,awslabs,https://github.com/awslabs,This solution automatically deploys a single web access control list (web ACL) with a set of AWS WAF rules designed to filter common web-based attacks.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/dynamodb-continuous-backup,https://api.github.com/repos/awslabs/dynamodb-continuous-backup,2,32,137,dynamodb-continuous-backup,awslabs,https://github.com/awslabs,Continuous backup automation for Amazon DynamoDB
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/ecs-logs-collector,https://api.github.com/repos/awslabs/ecs-logs-collector,6,11,28,ecs-logs-collector,awslabs,https://github.com/awslabs,"The script will be used to collect general os logs as well as Docker and ecs-agent logs, it also support to enable debug mode for docker and ecs-agent in Amazon Linux. "
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/aws-ms-deploy-assistant,https://api.github.com/repos/awslabs/aws-ms-deploy-assistant,0,1,51356,aws-ms-deploy-assistant,awslabs,https://github.com/awslabs,The AWS Deployment Assistance for Microsoft Developer Platform enables integration of the AWS CodePipeline and CodeDeploy Services into the Visual Studio or Team Foundation Server build process
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/ec2-migrate-longer-id,https://api.github.com/repos/awslabs/ec2-migrate-longer-id,1,3,13,ec2-migrate-longer-id,awslabs,https://github.com/awslabs,The code opts the entire account in to the longer id format for ec2 resources in each region with a single request. It will also print status and revert to shorter ids in case of problems. 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,awslabs/cwe-monitor-secgrp,https://api.github.com/repos/awslabs/cwe-monitor-secgrp,1,1,6,cwe-monitor-secgrp,awslabs,https://github.com/awslabs,This CloudWatch Events rule Lambda function evaluates AWS API calls that change Amazon EC2 security group ingress rules. The function flags rules that violate a preconfigured policy. 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-microsoft-activedirectory,https://api.github.com/repos/aws-quickstart/quickstart-microsoft-activedirectory,3,2,265,quickstart-microsoft-activedirectory,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-chef-chefserver,https://api.github.com/repos/aws-quickstart/quickstart-chef-chefserver,1,2,2153,quickstart-chef-chefserver,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-puppet,https://api.github.com/repos/aws-quickstart/quickstart-puppet,2,1,56,quickstart-puppet,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-mongodb,https://api.github.com/repos/aws-quickstart/quickstart-mongodb,5,3,3764,quickstart-mongodb,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-ansible,https://api.github.com/repos/aws-quickstart/quickstart-ansible,1,5,9692,quickstart-ansible,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-microsoft-sharepoint,https://api.github.com/repos/aws-quickstart/quickstart-microsoft-sharepoint,1,0,56,quickstart-microsoft-sharepoint,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-microsoft-utilities,https://api.github.com/repos/aws-quickstart/quickstart-microsoft-utilities,1,0,37,quickstart-microsoft-utilities,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-aws-vpc,https://api.github.com/repos/aws-quickstart/quickstart-aws-vpc,3,3,64,quickstart-aws-vpc,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-enterprise-accelerator-msservers,https://api.github.com/repos/aws-quickstart/quickstart-enterprise-accelerator-msservers,1,0,29,quickstart-enterprise-accelerator-msservers,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-trendmicro-deepsecurity,https://api.github.com/repos/aws-quickstart/quickstart-trendmicro-deepsecurity,1,1,59,quickstart-trendmicro-deepsecurity,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-docker,https://api.github.com/repos/aws-quickstart/quickstart-docker,2,7,55,quickstart-docker,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-atlassian-bitbucket,https://api.github.com/repos/aws-quickstart/quickstart-atlassian-bitbucket,1,0,118,quickstart-atlassian-bitbucket,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-openshift,https://api.github.com/repos/aws-quickstart/quickstart-openshift,2,0,25,quickstart-openshift,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-microsoft-exchange,https://api.github.com/repos/aws-quickstart/quickstart-microsoft-exchange,1,1,36,quickstart-microsoft-exchange,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-microsoft-lync,https://api.github.com/repos/aws-quickstart/quickstart-microsoft-lync,0,0,40,quickstart-microsoft-lync,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-microsoft-powershelldsc,https://api.github.com/repos/aws-quickstart/quickstart-microsoft-powershelldsc,1,1,204,quickstart-microsoft-powershelldsc,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-microsoft-sql,https://api.github.com/repos/aws-quickstart/quickstart-microsoft-sql,2,1,218,quickstart-microsoft-sql,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-microsoft-rdgateway,https://api.github.com/repos/aws-quickstart/quickstart-microsoft-rdgateway,1,2,74,quickstart-microsoft-rdgateway,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-microsoft-wapadfs,https://api.github.com/repos/aws-quickstart/quickstart-microsoft-wapadfs,1,1,45,quickstart-microsoft-wapadfs,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-cloudera,https://api.github.com/repos/aws-quickstart/quickstart-cloudera,0,0,19293,quickstart-cloudera,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-hashicorp-consul,https://api.github.com/repos/aws-quickstart/quickstart-hashicorp-consul,1,0,57,quickstart-hashicorp-consul,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-oracle-database,https://api.github.com/repos/aws-quickstart/quickstart-oracle-database,0,0,33,quickstart-oracle-database,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-nginx-plus,https://api.github.com/repos/aws-quickstart/quickstart-nginx-plus,1,1,78,quickstart-nginx-plus,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-atlassian-jira,https://api.github.com/repos/aws-quickstart/quickstart-atlassian-jira,1,2,52,quickstart-atlassian-jira,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-linux-bastion,https://api.github.com/repos/aws-quickstart/quickstart-linux-bastion,1,4,54,quickstart-linux-bastion,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-hashicorp-vault,https://api.github.com/repos/aws-quickstart/quickstart-hashicorp-vault,0,0,16,quickstart-hashicorp-vault,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws-quickstart/quickstart-swift,https://api.github.com/repos/aws-quickstart/quickstart-swift,1,0,21,quickstart-swift,aws-quickstart,https://github.com/aws-quickstart,AWS Quick Start Team
Amazon,"AMAZON TECHNOLOGIES, INC.",None,blindsightcorp/rigor,https://api.github.com/repos/blindsightcorp/rigor,4,2,1789,rigor,blindsightcorp,https://github.com/blindsightcorp,The Rigor testing framework
Amazon,"AMAZON TECHNOLOGIES, INC.",None,blindsightcorp/tesserpy,https://api.github.com/repos/blindsightcorp/tesserpy,5,19,482,tesserpy,blindsightcorp,https://github.com/blindsightcorp,A Python API for Tesseract
Amazon,"AMAZON TECHNOLOGIES, INC.",None,blindsightcorp/BSMobileProvision,https://api.github.com/repos/blindsightcorp/BSMobileProvision,17,81,183,BSMobileProvision,blindsightcorp,https://github.com/blindsightcorp,"A category for parsing your iOS app's embedded.mobileprovision at runtime. Use it to, among other things, determine at runtime whether your app is being distributed as dev, release, ad hoc, app store, or enterprise."
Amazon,"AMAZON TECHNOLOGIES, INC.",None,blindsightcorp/rawphoto-ios,https://api.github.com/repos/blindsightcorp/rawphoto-ios,1,0,3892,rawphoto-ios,blindsightcorp,https://github.com/blindsightcorp,"App for characterizing the video/photo modes of a device and testing noise, etc"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,blindsightcorp/rigor-webapp,https://api.github.com/repos/blindsightcorp/rigor-webapp,3,2,2314,rigor-webapp,blindsightcorp,https://github.com/blindsightcorp,Web application for viewing and editing content in a Rigor database.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,Carbonado/Carbonado,https://api.github.com/repos/Carbonado/Carbonado,8,26,11583,Carbonado,Carbonado,https://github.com/Carbonado,"Carbonado is an extensible, high performance persistence abstraction layer for Java applications, providing a relational view to the underlying persistence technology."
Amazon,"AMAZON TECHNOLOGIES, INC.",None,Carbonado/CarbonadoSleepycatJE,https://api.github.com/repos/Carbonado/CarbonadoSleepycatJE,0,1,216,CarbonadoSleepycatJE,Carbonado,https://github.com/Carbonado,"CarbonadoSleepycatJE contains a repository supporting Sleepycat/Oracle, Berkeley DB Java Edition. "
Amazon,"AMAZON TECHNOLOGIES, INC.",None,Carbonado/CarbonadoSleepycatDB,https://api.github.com/repos/Carbonado/CarbonadoSleepycatDB,0,0,220,CarbonadoSleepycatDB,Carbonado,https://github.com/Carbonado,"CarbonadoSleepycatDB contains a repository supporting Sleepycat/Oracle, Berkeley DB."
Amazon,"AMAZON TECHNOLOGIES, INC.",None,Carbonado/CarbonadoTestSuite,https://api.github.com/repos/Carbonado/CarbonadoTestSuite,0,0,580,CarbonadoTestSuite,Carbonado,https://github.com/Carbonado,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,Carbonado/CarbonadoDirmi,https://api.github.com/repos/Carbonado/CarbonadoDirmi,0,0,1368,CarbonadoDirmi,Carbonado,https://github.com/Carbonado,CarbonadoDirmi provides remote access to any Carbonado repository using the Dirmi library.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,Carbonado/CarbonadoTupl,https://api.github.com/repos/Carbonado/CarbonadoTupl,0,1,40,CarbonadoTupl,Carbonado,https://github.com/Carbonado,Carbonado repository which uses The Unnamed Persistence Library.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,ajaxorg/ace,https://api.github.com/repos/ajaxorg/ace,3262,13689,56566,ace,ajaxorg,https://github.com/ajaxorg,Ace (Ajax.org Cloud9 Editor)
Amazon,"AMAZON TECHNOLOGIES, INC.",None,ajaxorg/treehugger,https://api.github.com/repos/ajaxorg/treehugger,43,312,606,treehugger,ajaxorg,https://github.com/ajaxorg,JavaScript AST (Abstract Syntax Tree) transformation tools
Amazon,"AMAZON TECHNOLOGIES, INC.",None,ajaxorg/node-amd-loader,https://api.github.com/repos/ajaxorg/node-amd-loader,14,60,156,node-amd-loader,ajaxorg,https://github.com/ajaxorg,Load AMD modules directly from node.js
Amazon,"AMAZON TECHNOLOGIES, INC.",None,ajaxorg/ace-builds,https://api.github.com/repos/ajaxorg/ace-builds,1056,1111,27459,ace-builds,ajaxorg,https://github.com/ajaxorg,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,ajaxorg/cloud9,https://api.github.com/repos/ajaxorg/cloud9,3,2,0,cloud9,ajaxorg,https://github.com/ajaxorg,Replaced by Cloud9 V3! https:/github.com/c9/core
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/node-bitbucket,https://api.github.com/repos/c9/node-bitbucket,15,21,284,node-bitbucket,c9,https://github.com/c9,node.js library to access the Bitbucket API
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/open-in-c9-extension,https://api.github.com/repos/c9/open-in-c9-extension,6,8,1484,open-in-c9-extension,c9,https://github.com/c9,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/smith,https://api.github.com/repos/c9/smith,16,74,172,smith,c9,https://github.com/c9,Smith is an RPC agent system for Node.JS used in vfs.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/architect,https://api.github.com/repos/c9/architect,82,628,168,architect,c9,https://github.com/c9,A simple yet powerful plugin system for large-scale node applications
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/docs.c9.io,https://api.github.com/repos/c9/docs.c9.io,53,74,15090,docs.c9.io,c9,https://github.com/c9,The documentation. For Cloud9 IDE.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/node-gnu-tools,https://api.github.com/repos/c9/node-gnu-tools,18,7,5615,node-gnu-tools,c9,https://github.com/c9,GNU tools installer for npm
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/node-http-error,https://api.github.com/repos/c9/node-http-error,5,11,11,node-http-error,c9,https://github.com/c9,Expose HTTP error codes as Error objects
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/vfs,https://api.github.com/repos/c9/vfs,12,101,353,vfs,c9,https://github.com/c9,A http friendly stream based vfs system for node.js
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/node-netutil,https://api.github.com/repos/c9/node-netutil,2,8,108,node-netutil,c9,https://github.com/c9,"utils to find free ports in a range, checking if a port is open, etc"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/connect-architect,https://api.github.com/repos/c9/connect-architect,17,11,103,connect-architect,c9,https://github.com/c9,build a connect server using architect plugins
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/vfs-architect,https://api.github.com/repos/c9/vfs-architect,7,6,138,vfs-architect,c9,https://github.com/c9,Architect plugins for VFS
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/vfs-ftp,https://api.github.com/repos/c9/vfs-ftp,3,3,208,vfs-ftp,c9,https://github.com/c9,A FTP client for vfs
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/vfs-nodefs-adapter,https://api.github.com/repos/c9/vfs-nodefs-adapter,7,1,136,vfs-nodefs-adapter,c9,https://github.com/c9,A node-style api wrapper around vfs for quick migration of code.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/smith.io,https://api.github.com/repos/c9/smith.io,10,68,86,smith.io,c9,https://github.com/c9,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/vfs-lint,https://api.github.com/repos/c9/vfs-lint,3,0,2,vfs-lint,c9,https://github.com/c9,A simple API lint wrapper for vfs instances.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/vfs-local,https://api.github.com/repos/c9/vfs-local,28,23,81,vfs-local,c9,https://github.com/c9,A VFS implementation for the local file-system.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/vfs-socket,https://api.github.com/repos/c9/vfs-socket,6,10,234,vfs-socket,c9,https://github.com/c9,A wrapper to use vfs instances remotely over a socket-like transport.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/vfs-http-adapter,https://api.github.com/repos/c9/vfs-http-adapter,8,20,82,vfs-http-adapter,c9,https://github.com/c9,A Restful front-end to a vfs instance
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/vfs-shell-interop,https://api.github.com/repos/c9/vfs-shell-interop,3,0,5,vfs-shell-interop,c9,https://github.com/c9,This module is an extension to VFS which allows shell scripts to talk to VFS agents.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/architect-build,https://api.github.com/repos/c9/architect-build,4,2,158,architect-build,c9,https://github.com/c9,A simple utility to  package architect apps
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/acorn,https://api.github.com/repos/c9/acorn,2,5,3130,acorn,c9,https://github.com/c9,"A small, fast, JavaScript-based JavaScript parser"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/install,https://api.github.com/repos/c9/install,58,53,51264,install,c9,https://github.com/c9,Cloud9 SSH installer
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.example,https://api.github.com/repos/c9/c9.ide.example,1,1,7280,c9.ide.example,c9,https://github.com/c9,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.ace.emmet,https://api.github.com/repos/c9/c9.ide.ace.emmet,1,1,11008,c9.ide.ace.emmet,c9,https://github.com/c9,"The repository for c9.ide.ace.emmet, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.ace.gotoline,https://api.github.com/repos/c9/c9.ide.ace.gotoline,2,0,33,c9.ide.ace.gotoline,c9,https://github.com/c9,"The repository for c9.ide.ace.gotoline, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.ace.keymaps,https://api.github.com/repos/c9/c9.ide.ace.keymaps,1,2,33,c9.ide.ace.keymaps,c9,https://github.com/c9,"The repository for c9.ide.ace.keymaps, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.ace.repl,https://api.github.com/repos/c9/c9.ide.ace.repl,1,2,200,c9.ide.ace.repl,c9,https://github.com/c9,"The repository for c9.ide.ace.repl, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.ace.split,https://api.github.com/repos/c9/c9.ide.ace.split,1,0,132,c9.ide.ace.split,c9,https://github.com/c9,"The repository for c9.ide.ace.split, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.ace.statusbar,https://api.github.com/repos/c9/c9.ide.ace.statusbar,1,0,38,c9.ide.ace.statusbar,c9,https://github.com/c9,"The repository for c9.ide.ace.statusbar, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.ace.stripws,https://api.github.com/repos/c9/c9.ide.ace.stripws,1,0,8,c9.ide.ace.stripws,c9,https://github.com/c9,"The repository for c9.ide.ace.stripws, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.behaviors,https://api.github.com/repos/c9/c9.ide.behaviors,1,0,96,c9.ide.behaviors,c9,https://github.com/c9,"The repository for c9.ide.behaviors, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.closeconfirmation,https://api.github.com/repos/c9/c9.ide.closeconfirmation,2,0,133,c9.ide.closeconfirmation,c9,https://github.com/c9,"The repository for c9.ide.closeconfirmation, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.configuration,https://api.github.com/repos/c9/c9.ide.configuration,3,0,16,c9.ide.configuration,c9,https://github.com/c9,"The repository for c9.ide.configuration, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.dialog.wizard,https://api.github.com/repos/c9/c9.ide.dialog.wizard,1,0,168,c9.ide.dialog.wizard,c9,https://github.com/c9,"The repository for c9.ide.dialog.wizard, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.fontawesome,https://api.github.com/repos/c9/c9.ide.fontawesome,1,0,460,c9.ide.fontawesome,c9,https://github.com/c9,"The repository for c9.ide.fontawesome, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.format,https://api.github.com/repos/c9/c9.ide.format,5,4,95,c9.ide.format,c9,https://github.com/c9,"The repository for c9.ide.format, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.help.support,https://api.github.com/repos/c9/c9.ide.help.support,2,0,20,c9.ide.help.support,c9,https://github.com/c9,"The repository for c9.ide.help.support, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.imgeditor,https://api.github.com/repos/c9/c9.ide.imgeditor,3,2,248,c9.ide.imgeditor,c9,https://github.com/c9,"The repository for c9.ide.imgeditor, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.immediate,https://api.github.com/repos/c9/c9.ide.immediate,3,1,138,c9.ide.immediate,c9,https://github.com/c9,"The repository for c9.ide.immediate, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.installer,https://api.github.com/repos/c9/c9.ide.installer,4,3,173,c9.ide.installer,c9,https://github.com/c9,"The repository for c9.ide.installer, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.mount,https://api.github.com/repos/c9/c9.ide.mount,1,2,58,c9.ide.mount,c9,https://github.com/c9,"The repository for c9.ide.mount, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.navigate,https://api.github.com/repos/c9/c9.ide.navigate,2,1,74,c9.ide.navigate,c9,https://github.com/c9,"The repository for c9.ide.navigate, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.newresource,https://api.github.com/repos/c9/c9.ide.newresource,1,0,156,c9.ide.newresource,c9,https://github.com/c9,"The repository for c9.ide.newresource, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.openfiles,https://api.github.com/repos/c9/c9.ide.openfiles,1,0,37,c9.ide.openfiles,c9,https://github.com/c9,"The repository for c9.ide.openfiles, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.preview,https://api.github.com/repos/c9/c9.ide.preview,2,0,179,c9.ide.preview,c9,https://github.com/c9,"The repository for c9.ide.preview, a Cloud9 core plugin"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,c9/c9.ide.preview.browser,https://api.github.com/repos/c9/c9.ide.preview.browser,2,1,23,c9.ide.preview.browser,c9,https://github.com/c9,"The repository for c9.ide.preview.browser, a Cloud9 core plugin"
