OrganizationName,PatentFilerName,LinuxFoundationMembership,RepositoryFullName,RepositoryURL,RepositoryForks,RepositoryWatchers,RepositorySizeInKiloBytes,RepositoryName,GitHubOrgName,GitHubOrgURL,RespositoryDescription
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-sdk-js-dist-tools,https://api.github.com/repos/aws/aws-sdk-js-dist-tools,6,3,1483,aws-sdk-js-dist-tools,aws,https://github.com/aws,Please see aws/aws-sdk-js for distribution tools
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-cloudtrail-processing-library,https://api.github.com/repos/aws/aws-cloudtrail-processing-library,20,35,239,aws-cloudtrail-processing-library,aws,https://github.com/aws,The AWS CloudTrail Processing Library helps Java developers to easily consume and process log files from AWS CloudTrail.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-sdk-js-apis,https://api.github.com/repos/aws/aws-sdk-js-apis,9,16,4009,aws-sdk-js-apis,aws,https://github.com/aws,"This package is now deprecated, see"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-sdk-java-archetype,https://api.github.com/repos/aws/aws-sdk-java-archetype,10,7,153,aws-sdk-java-archetype,aws,https://github.com/aws,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-sdk-ios,https://api.github.com/repos/aws/aws-sdk-ios,314,640,12663,aws-sdk-ios,aws,https://github.com/aws,"Official mirror of version 2 of the AWS Mobile SDK for iOS. For more information, see our web site:"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/amazon-cognito-android,https://api.github.com/repos/aws/amazon-cognito-android,15,29,184,amazon-cognito-android,aws,https://github.com/aws,"Official mirror of the Amazon Cognito Sync portion of the AWS SDK for Android. For more information on the AWS SDK for Android, see our web site: http://aws.amazon.com/sdkforandroid  "
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/amazon-cognito-ios,https://api.github.com/repos/aws/amazon-cognito-ios,24,33,321,amazon-cognito-ios,aws,https://github.com/aws,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-sdk-android,https://api.github.com/repos/aws/aws-sdk-android,130,244,13223,aws-sdk-android,aws,https://github.com/aws,"Official mirror of version 2 of the AWS Mobile SDK for Android. For more information, see our web site:"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-cla,https://api.github.com/repos/aws/aws-cla,6,7,160,aws-cla,aws,https://github.com/aws,License Agreement(s) for contributions to AWS-owned repositories
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-codedeploy-agent,https://api.github.com/repos/aws/aws-codedeploy-agent,68,108,2754,aws-codedeploy-agent,aws,https://github.com/aws,Host Agent for AWS CodeDeploy
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-eb-glassfish-dockerfiles,https://api.github.com/repos/aws/aws-eb-glassfish-dockerfiles,12,12,202,aws-eb-glassfish-dockerfiles,aws,https://github.com/aws,Official Elastic Beanstalk repository for GlassFish docker files. 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-eb-python-dockerfiles,https://api.github.com/repos/aws/aws-eb-python-dockerfiles,15,37,114,aws-eb-python-dockerfiles,aws,https://github.com/aws,Official Elastic Beanstalk repository for Python docker files.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/amazon-cognito-js,https://api.github.com/repos/aws/amazon-cognito-js,49,100,115,amazon-cognito-js,aws,https://github.com/aws,Amazon Cognito Sync Manager for JavaScript
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/amazon-ecs-agent,https://api.github.com/repos/aws/amazon-ecs-agent,183,681,7694,amazon-ecs-agent,aws,https://github.com/aws,Amazon EC2 Container Service Agent
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-sdk-go,https://api.github.com/repos/aws/aws-sdk-go,497,2771,31826,aws-sdk-go,aws,https://github.com/aws,AWS SDK for the Go programming language.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/amazon-ecs-init,https://api.github.com/repos/aws/amazon-ecs-init,31,48,602,amazon-ecs-init,aws,https://github.com/aws,Amazon EC2 Container Service RPM
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-sdk-unity,https://api.github.com/repos/aws/aws-sdk-unity,31,78,4198,aws-sdk-unity,aws,https://github.com/aws,"Official repository for the AWS Mobile SDK for Unity. For more information, see our web site: http://aws.amazon.com/mobile/sdk/"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/amazon-cognito-unity,https://api.github.com/repos/aws/amazon-cognito-unity,7,6,391,amazon-cognito-unity,aws,https://github.com/aws,Official repository for Amazon Cognito SDK for Unity (distributed as part of AWS Mobile SDK for Unity)
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-sdk-mobile-analytics-js,https://api.github.com/repos/aws/aws-sdk-mobile-analytics-js,22,48,226,aws-sdk-mobile-analytics-js,aws,https://github.com/aws,Amazon Mobile Analytics JavaScript SDK
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-sdk-rails,https://api.github.com/repos/aws/aws-sdk-rails,14,136,19,aws-sdk-rails,aws,https://github.com/aws,"Official repository for the aws-sdk-rails gem, which integrates the AWS SDK for Ruby V2 with Ruby on Rails."
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-sdk-cpp,https://api.github.com/repos/aws/aws-sdk-cpp,141,417,52941,aws-sdk-cpp,aws,https://github.com/aws,AWS SDK for C++
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-dotnet-session-provider,https://api.github.com/repos/aws/aws-dotnet-session-provider,6,11,1684,aws-dotnet-session-provider,aws,https://github.com/aws,A session state provider for ASP.NET applications that stores the sessions in Amazon DynamoDB
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-lambda-java-libs,https://api.github.com/repos/aws/aws-lambda-java-libs,35,63,45,aws-lambda-java-libs,aws,https://github.com/aws,Official mirror for interface definitions and helper classes for Java code running on the AWS Lambda platform.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-php-sns-message-validator,https://api.github.com/repos/aws/aws-php-sns-message-validator,14,27,35,aws-php-sns-message-validator,aws,https://github.com/aws,Amazon SNS message validation for PHP
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-dotnet-trace-listener,https://api.github.com/repos/aws/aws-dotnet-trace-listener,5,5,115,aws-dotnet-trace-listener,aws,https://github.com/aws,A trace listener for System.Diagnostics that can be used to log events straight to Amazon DynamoDB.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-sdk-ruby-record,https://api.github.com/repos/aws/aws-sdk-ruby-record,12,77,271,aws-sdk-ruby-record,aws,https://github.com/aws,"Official repository for the aws-record gem, an abstraction for Amazon DynamoDB."
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-sdk-php-symfony,https://api.github.com/repos/aws/aws-sdk-php-symfony,20,51,47,aws-sdk-php-symfony,aws,https://github.com/aws,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/amazon-cognito-dotnet,https://api.github.com/repos/aws/amazon-cognito-dotnet,3,1,33774,amazon-cognito-dotnet,aws,https://github.com/aws,Official repository for Amazon Cognito Sync Manager SDK for Dotnet.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-iot-device-sdk-embedded-C,https://api.github.com/repos/aws/aws-iot-device-sdk-embedded-C,86,180,797,aws-iot-device-sdk-embedded-C,aws,https://github.com/aws,SDK for connecting to AWS IoT from a device using embedded C.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/amazon-ecs-cli,https://api.github.com/repos/aws/amazon-ecs-cli,64,397,6366,amazon-ecs-cli,aws,https://github.com/aws,"A custom Amazon ECS CLI that eases up the cluster setup process, enables users to run their applications locally or on ECS using the same Docker Compose file format and familiar Compose commands. "
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-iot-device-sdk-arduino-yun,https://api.github.com/repos/aws/aws-iot-device-sdk-arduino-yun,35,88,231,aws-iot-device-sdk-arduino-yun,aws,https://github.com/aws,SDK for connecting to AWS IoT from an Arduino Yún. 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-iot-device-sdk-js,https://api.github.com/repos/aws/aws-iot-device-sdk-js,106,313,314,aws-iot-device-sdk-js,aws,https://github.com/aws,SDK for connecting to AWS IoT from a device using JavaScript/Node.js
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-sdk-php-v3-bridge,https://api.github.com/repos/aws/aws-sdk-php-v3-bridge,5,2,62,aws-sdk-php-v3-bridge,aws,https://github.com/aws,A compatibility pack for services no longer supported in V3 of the AWS SDK for PHP
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-js-sns-message-validator,https://api.github.com/repos/aws/aws-js-sns-message-validator,9,13,12,aws-js-sns-message-validator,aws,https://github.com/aws,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/amazon-ssm-agent,https://api.github.com/repos/aws/amazon-ssm-agent,19,81,9697,amazon-ssm-agent,aws,https://github.com/aws,Agent to enable remote management of your Amazon EC2 instance configuration.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/amazon-cognito-identity-js,https://api.github.com/repos/aws/amazon-cognito-identity-js,49,145,27516,amazon-cognito-identity-js,aws,https://github.com/aws,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-swf-build-tools,https://api.github.com/repos/aws/aws-swf-build-tools,8,3,34,aws-swf-build-tools,aws,https://github.com/aws,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-iot-device-sdk-java,https://api.github.com/repos/aws/aws-iot-device-sdk-java,12,18,81,aws-iot-device-sdk-java,aws,https://github.com/aws,Java SDK for connecting to AWS IoT from a device. 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/elastic-load-balancing-tools,https://api.github.com/repos/aws/elastic-load-balancing-tools,11,72,19,elastic-load-balancing-tools,aws,https://github.com/aws,Classic load balancer to Application load balancer copy utility
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-sdk-java-samples,https://api.github.com/repos/aws/aws-sdk-java-samples,7,7,311,aws-sdk-java-samples,aws,https://github.com/aws,Handwritten and generated code samples for the AWS SDK for Java documentation
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-iot-device-sdk-python,https://api.github.com/repos/aws/aws-iot-device-sdk-python,27,42,73,aws-iot-device-sdk-python,aws,https://github.com/aws,SDK for connecting to AWS IoT from a device using Python. 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-swf-flow-library,https://api.github.com/repos/aws/aws-swf-flow-library,10,10,258,aws-swf-flow-library,aws,https://github.com/aws,AWS Simple Workflow Flow framework library
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-week-in-review,https://api.github.com/repos/aws/aws-week-in-review,129,143,407,aws-week-in-review,aws,https://github.com/aws,The files in this GitHub Repo are used to produce the AWS Week in Review.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-mobilehub-helper-ios,https://api.github.com/repos/aws/aws-mobilehub-helper-ios,5,12,58,aws-mobilehub-helper-ios,aws,https://github.com/aws,Official mirror for AWS Mobile Hub helper code for iOS. For more information visit: https://console.aws.amazon.com/mobilehub/ 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,aws/aws-mobile-community-discussion,https://api.github.com/repos/aws/aws-mobile-community-discussion,0,2,0,aws-mobile-community-discussion,aws,https://github.com/aws,
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amazonwebservices/aws-sdk-for-php,https://api.github.com/repos/amazonwebservices/aws-sdk-for-php,272,733,4868,aws-sdk-for-php,amazonwebservices,https://github.com/amazonwebservices,(DEPRECATED) AWS SDK for PHP - Version 1. Version 3 is the latest:
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amazonwebservices/aws-sdk-for-ios,https://api.github.com/repos/amazonwebservices/aws-sdk-for-ios,3,3,4641,aws-sdk-for-ios,amazonwebservices,https://github.com/amazonwebservices,"Official mirror of the AWS SDK for iOS. For more information on the AWS SDK for iOS, see our web site:"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amazonwebservices/aws-sdk-for-android,https://api.github.com/repos/amazonwebservices/aws-sdk-for-android,6,6,12540,aws-sdk-for-android,amazonwebservices,https://github.com/amazonwebservices,"Official mirror of the AWS SDK for Android. For more information on the AWS SDK for Android, see our web site:"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amazonwebservices/aws-sdk-for-java,https://api.github.com/repos/amazonwebservices/aws-sdk-for-java,44,38,11491,aws-sdk-for-java,amazonwebservices,https://github.com/amazonwebservices,"Official mirror of the AWS SDK for Java. For more information on the AWS SDK for Java, see our web site:"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amazonwebservices/aws-toolkit-for-eclipse,https://api.github.com/repos/amazonwebservices/aws-toolkit-for-eclipse,3,5,37424,aws-toolkit-for-eclipse,amazonwebservices,https://github.com/amazonwebservices,"Official mirror of the AWS Toolkit for Eclipse.  For more information on the toolkit, see our web site:  "
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amazonwebservices/aws-sdk-for-ruby,https://api.github.com/repos/amazonwebservices/aws-sdk-for-ruby,10,25,5991,aws-sdk-for-ruby,amazonwebservices,https://github.com/amazonwebservices,The official AWS SDK for Ruby.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amazonwebservices/aws-sdk-for-net,https://api.github.com/repos/amazonwebservices/aws-sdk-for-net,4,4,6654,aws-sdk-for-net,amazonwebservices,https://github.com/amazonwebservices,"Official mirror of the AWS SDK for .NET. For more information on the AWS SDK for .NET, see our web site:"
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amazonwebservices/aws-tvm-identity,https://api.github.com/repos/amazonwebservices/aws-tvm-identity,6,8,114,aws-tvm-identity,amazonwebservices,https://github.com/amazonwebservices,Token Vending Machine for Identity Registration
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amazonwebservices/aws-tvm-anonymous,https://api.github.com/repos/amazonwebservices/aws-tvm-anonymous,5,8,92,aws-tvm-anonymous,amazonwebservices,https://github.com/amazonwebservices,Token Vending Machine for Anonymous Registration
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/amazon-payments-magento-plugin,https://api.github.com/repos/amzn/amazon-payments-magento-plugin,32,48,12367,amazon-payments-magento-plugin,amzn,https://github.com/amzn,Amazon Payments for Magento Plugin
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/spree_pay_with_amazon,https://api.github.com/repos/amzn/spree_pay_with_amazon,19,14,3629,spree_pay_with_amazon,amzn,https://github.com/amzn,Add Pay with Amazon to your Spree Commerce solution
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/login-and-pay-with-amazon-sdk-php,https://api.github.com/repos/amzn/login-and-pay-with-amazon-sdk-php,36,72,827,login-and-pay-with-amazon-sdk-php,amzn,https://github.com/amzn,Amazon Payments -  Login and Pay with Amazon PHP SDK
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/web-app-starter-kit-for-fire-tv,https://api.github.com/repos/amzn/web-app-starter-kit-for-fire-tv,56,192,61311,web-app-starter-kit-for-fire-tv,amzn,https://github.com/amzn,Web App Starter Kit Examples
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/amzn.github.io,https://api.github.com/repos/amzn/amzn.github.io,2,6,22,amzn.github.io,amzn,https://github.com/amzn,Landing Page for Amazon Github Pages
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/login-and-pay-with-amazon-sdk-java,https://api.github.com/repos/amzn/login-and-pay-with-amazon-sdk-java,12,20,24837,login-and-pay-with-amazon-sdk-java,amzn,https://github.com/amzn, Amazon Payments - Login and Pay with Amazon Java SDK
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/login-and-pay-with-amazon-sdk-csharp,https://api.github.com/repos/amzn/login-and-pay-with-amazon-sdk-csharp,9,10,15066,login-and-pay-with-amazon-sdk-csharp,amzn,https://github.com/amzn,Amazon Payments - Login and Pay with Amazon C# SDK
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/pay-with-amazon-express-demo,https://api.github.com/repos/amzn/pay-with-amazon-express-demo,5,11,1114,pay-with-amazon-express-demo,amzn,https://github.com/amzn,Pay with Amazon - Express Demo
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/login-and-pay-with-amazon-sdk-python,https://api.github.com/repos/amzn/login-and-pay-with-amazon-sdk-python,6,15,54,login-and-pay-with-amazon-sdk-python,amzn,https://github.com/amzn,Login and Pay with Amazon Python SDK
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/login-and-pay-with-amazon-sdk-ruby,https://api.github.com/repos/amzn/login-and-pay-with-amazon-sdk-ruby,12,18,336,login-and-pay-with-amazon-sdk-ruby,amzn,https://github.com/amzn,Amazon Payments - Login and Pay with Amazon Ruby SDK 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/pay-with-amazon-express-wordpress,https://api.github.com/repos/amzn/pay-with-amazon-express-wordpress,0,3,561,pay-with-amazon-express-wordpress,amzn,https://github.com/amzn,A simple WordPress extension that lets you add a Pay with Amazon button to your site.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/login-and-pay-with-amazon-sdk-samples,https://api.github.com/repos/amzn/login-and-pay-with-amazon-sdk-samples,7,8,1093,login-and-pay-with-amazon-sdk-samples,amzn,https://github.com/amzn,Login and Pay with Amazon SDK Sample Code
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/amazon-instant-access-sdk-php,https://api.github.com/repos/amzn/amazon-instant-access-sdk-php,3,4,52,amazon-instant-access-sdk-php,amzn,https://github.com/amzn,PHP SDK to aid in 3p integration with Instant Access 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/amazon-instant-access-sdk-java,https://api.github.com/repos/amzn/amazon-instant-access-sdk-java,6,3,49,amazon-instant-access-sdk-java,amzn,https://github.com/amzn,Java SDK to aid in 3p integration with Instant Access 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/alexa-skills-kit-java,https://api.github.com/repos/amzn/alexa-skills-kit-java,157,158,306,alexa-skills-kit-java,amzn,https://github.com/amzn,SDK and example code for building voice-enabled skills for the Amazon Echo.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/alexa-skills-kit-js,https://api.github.com/repos/amzn/alexa-skills-kit-js,698,600,8878,alexa-skills-kit-js,amzn,https://github.com/amzn, SDK and example code for building voice-enabled skills for the Amazon Echo. 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/alexa-coho,https://api.github.com/repos/amzn/alexa-coho,10,35,209,alexa-coho,amzn,https://github.com/amzn,Sample code for building skill adapters for Alexa Connected Home using the Lighting API
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/login-with-amazon-oscommerce,https://api.github.com/repos/amzn/login-with-amazon-oscommerce,1,3,600,login-with-amazon-oscommerce,amzn,https://github.com/amzn,A pre-integrated plugin that can be installed into an osCommerce powered website to integrate with Login with Amazon.. 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/login-with-amazon-wordpress,https://api.github.com/repos/amzn/login-with-amazon-wordpress,1,1,37,login-with-amazon-wordpress,amzn,https://github.com/amzn,sklangoo
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/exoplayer-amazon-port,https://api.github.com/repos/amzn/exoplayer-amazon-port,7,34,20816,exoplayer-amazon-port,amzn,https://github.com/amzn,Official port of ExoPlayer for Amazon devices
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/amazon-instant-access-sdk-net,https://api.github.com/repos/amzn/amazon-instant-access-sdk-net,0,1,52,amazon-instant-access-sdk-net,amzn,https://github.com/amzn,Amazon Instant Access .Net SDK
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/amzn-drivers,https://api.github.com/repos/amzn/amzn-drivers,6,30,90,amzn-drivers,amzn,https://github.com/amzn,Official repository of the Elastic Network Adapter (ENA) network adapter for Linux and FreeBSD operating systems
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/amazon-payments-magento-2-plugin,https://api.github.com/repos/amzn/amazon-payments-magento-2-plugin,2,4,2824,amazon-payments-magento-2-plugin,amzn,https://github.com/amzn,Plugin code to enable Amazon Payments in Magento 2. 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/amazon-advertising-api-php-sdk,https://api.github.com/repos/amzn/amazon-advertising-api-php-sdk,3,5,22,amazon-advertising-api-php-sdk,amzn,https://github.com/amzn,Amazon Advertising API PHP Client Library
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amzn/fire-app-builder,https://api.github.com/repos/amzn/fire-app-builder,3,3,7976,fire-app-builder,amzn,https://github.com/amzn,"Fire App Builder is a framework for building java media apps for Fire TV, allowing you to add your feed of media content to a configuration file and build an app to browse and play it quickly."
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amznlabs/ion-java,https://api.github.com/repos/amznlabs/ion-java,21,603,698,ion-java,amznlabs,https://github.com/amznlabs, Java streaming parser/serializer for Ion. 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amznlabs/ion-tests,https://api.github.com/repos/amznlabs/ion-tests,4,14,80,ion-tests,amznlabs,https://github.com/amznlabs, Test vectors for testing compliant Ion implementations. 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amznlabs/oss-dashboard,https://api.github.com/repos/amznlabs/oss-dashboard,6,42,632,oss-dashboard,amznlabs,https://github.com/amznlabs,A dashboard for viewing many GitHub organizations at once.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amznlabs/amazon-dsstne,https://api.github.com/repos/amznlabs/amazon-dsstne,522,3335,958,amazon-dsstne,amznlabs,https://github.com/amznlabs,Deep Scalable Sparse Tensor Network Engine (DSSTNE) is an Amazon developed library for building Deep Learning (DL) machine learning (ML) models 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amznlabs/ion-python,https://api.github.com/repos/amznlabs/ion-python,3,9,177,ion-python,amznlabs,https://github.com/amznlabs,A Python Implementation of Amazon Ion.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amznlabs/ion-c,https://api.github.com/repos/amznlabs/ion-c,4,11,1206,ion-c,amznlabs,https://github.com/amznlabs, A C Implementation of Amazon Ion. 
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amznlabs/ion-intellij-plugin,https://api.github.com/repos/amznlabs/ion-intellij-plugin,0,6,374,ion-intellij-plugin,amznlabs,https://github.com/amznlabs,Support for Ion in Intellij IDEA.
Amazon,"AMAZON TECHNOLOGIES, INC.",None,amznlabs/swa-sample-seller,https://api.github.com/repos/amznlabs/swa-sample-seller,0,3,576,swa-sample-seller,amznlabs,https://github.com/amznlabs,Sample website demonstrating how to use LWA and SWA APIs
Amazon,"AMAZON TECHNOLOGIES, INC.",None,alexa/alexa-avs-sample-app,https://api.github.com/repos/alexa/alexa-avs-sample-app,687,4942,12452,alexa-avs-sample-app,alexa,https://github.com/alexa,"This project demonstrates how to access and test the Alexa Voice Service using a Java client (running on a Raspberry Pi), and a Node.js server."
Amazon,"AMAZON TECHNOLOGIES, INC.",None,alexa/interactive-adventure-game-tool,https://api.github.com/repos/alexa/interactive-adventure-game-tool,31,172,183,interactive-adventure-game-tool,alexa,https://github.com/alexa,"This tool provides an easy to use front-end that allows developers to instantly deploy code for your story, or use the generated code as a starting point for more complex projects."
